index,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
1654,Liliana Cavani,Ray Winstone,Dougray Scott,Chiara Caselli,Crime Drama Mystery Thriller,ripley's game,Ray Winstone Dougray Scott Chiara Caselli Liliana Cavani Crime Drama Mystery Thriller
1655,Greg Tiernan,James Franco,Salma Hayek,Anders Holm,Adventure Animation Comedy Fantasy,sausage party,James Franco Salma Hayek Anders Holm Greg Tiernan Adventure Animation Comedy Fantasy
1656,Elizabeth Banks,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Comedy Music,pitch perfect 2,Anna Kendrick Birgitte Hjort Sørensen Hana Mae Lee Elizabeth Banks Comedy Music
1657,James Mangold,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,Biography Drama Music Romance,walk the line,Sandra Ellis Lafferty Dallas Roberts Tyler Hilton James Mangold Biography Drama Music Romance
1658,unknown,Amanda Schull,Kirk Acevedo,Tom Noonan,Adventure Drama Mystery Sci-Fi Thriller,12 monkeys            ,Amanda Schull Kirk Acevedo Tom Noonan unknown Adventure Drama Mystery Sci-Fi Thriller
1659,Edward Norton,Lisa Edelstein,Milos Forman,Anne Bancroft,Comedy Drama Romance,keeping the faith,Lisa Edelstein Milos Forman Anne Bancroft Edward Norton Comedy Drama Romance
1660,Peter Hewitt,Jim Broadbent,Bradley Pierce,Mark Williams,Adventure Comedy Family Fantasy,the borrowers,Jim Broadbent Bradley Pierce Mark Williams Peter Hewitt Adventure Comedy Family Fantasy
1661,Ron Howard,Toby Jones,Clint Howard,Oliver Platt,Drama,frost/nixon,Toby Jones Clint Howard Oliver Platt Ron Howard Drama
1662,George Clooney,Dick Clark,David Julian Hirsh,Jennifer Hall,Biography Comedy Crime Drama Romance Thriller,confessions of a dangerous mind,Dick Clark David Julian Hirsh Jennifer Hall George Clooney Biography Comedy Crime Drama Romance Thriller
1663,Reginald Hudlin,Matthew Perry,Jerry Stiller,Vincent Pastore,Comedy Romance,serving sara,Matthew Perry Jerry Stiller Vincent Pastore Reginald Hudlin Comedy Romance
1664,Ben Falcone,Peter Dinklage,Tyler Labine,Ben Falcone,Comedy,the boss,Peter Dinklage Tyler Labine Ben Falcone Ben Falcone Comedy
1665,Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton,Biography Drama History,cry freedom,Denzel Washington Kevin McNally Penelope Wilton Richard Attenborough Biography Drama History
1666,Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell,Comedy Drama,mumford,Zooey Deschanel Alfre Woodard Mary McDonnell Lawrence Kasdan Comedy Drama
1667,Don Mancini,Jason Flemyng,Billy Boyd,Hannah Spearritt,Comedy Fantasy Horror Thriller,seed of chucky,Jason Flemyng Billy Boyd Hannah Spearritt Don Mancini Comedy Fantasy Horror Thriller
1668,John Maybury,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,Drama Mystery Sci-Fi Thriller,the jacket,Jennifer Jason Leigh Jason Lewis Angel Coulby John Maybury Drama Mystery Sci-Fi Thriller
1669,Ron Clements,Robin Williams,Frank Welker,Scott Weinger,Adventure Animation Comedy Family Fantasy Musical Romance,aladdin,Robin Williams Frank Welker Scott Weinger Ron Clements Adventure Animation Comedy Family Fantasy Musical Romance
1670,F. Gary Gray,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,Biography Crime Drama History Music,straight outta compton,Aldis Hodge Neil Brown Jr. R. Marcos Taylor F. Gary Gray Biography Crime Drama History Music
1671,Steven Spielberg,Harrison Ford,Amrish Puri,Kate Capshaw,Action Adventure,indiana jones and the temple of doom,Harrison Ford Amrish Puri Kate Capshaw Steven Spielberg Action Adventure
1672,Igor Kovalyov,Elizabeth Daily,Cree Summer,Christine Cavanaugh,Adventure Animation Comedy Drama Family Musical,the rugrats movie,Elizabeth Daily Cree Summer Christine Cavanaugh Igor Kovalyov Adventure Animation Comedy Drama Family Musical
1673,Lee Tamahori,Morgan Freeman,Billy Burke,Monica Potter,Crime Drama Thriller,along came a spider,Morgan Freeman Billy Burke Monica Potter Lee Tamahori Crime Drama Thriller
1674,Stephen Frears,Meryl Streep,Nina Arianda,John Sessions,Biography Comedy Drama Music Romance,florence foster jenkins,Meryl Streep Nina Arianda John Sessions Stephen Frears Biography Comedy Drama Music Romance
1675,Robert Rodriguez,Johnny Depp,Salma Hayek,Enrique Iglesias,Action Crime Thriller,once upon a time in mexico,Johnny Depp Salma Hayek Enrique Iglesias Robert Rodriguez Action Crime Thriller
1676,John McTiernan,Alan Rickman,Bruce Willis,Reginald VelJohnson,Action Thriller,die hard,Alan Rickman Bruce Willis Reginald VelJohnson John McTiernan Action Thriller
1677,David Wain,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,Comedy,role models,Joe Lo Truglio Ken Marino Bobb'e J. Thompson David Wain Comedy
1678,Adam McKay,Ryan Gosling,Christian Bale,Charlie Talbert,Biography Comedy Drama History,the big short,Ryan Gosling Christian Bale Charlie Talbert Adam McKay Biography Comedy Drama History
1679,Ang Lee,Imelda Staunton,Kevin Chamberlin,Demetri Martin,Comedy Drama Music,taking woodstock,Imelda Staunton Kevin Chamberlin Demetri Martin Ang Lee Comedy Drama Music
1680,Gavin O'Connor,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Biography Drama History Sport,miracle,Eddie Cahill Noah Emmerich Kenneth Mitchell Gavin O'Connor Biography Drama History Sport
1681,Adam Shankman,Matthew McConaughey,Judy Greer,Alex Rocco,Comedy Romance,the wedding planner,Matthew McConaughey Judy Greer Alex Rocco Adam Shankman Comedy Romance
1682,Shinji Aramaki,Shun Oguri,Yû Aoi,Haruma Miura,Adventure Animation Sci-Fi,harlock: space pirate,Shun Oguri Yû Aoi Haruma Miura Shinji Aramaki Adventure Animation Sci-Fi
1683,Wes Anderson,Bill Murray,Anjelica Huston,Seymour Cassel,Comedy Drama,the royal tenenbaums,Bill Murray Anjelica Huston Seymour Cassel Wes Anderson Comedy Drama
1684,James Mangold,Clea DuVall,Rebecca De Mornay,Jake Busey,Mystery Thriller,identity,Clea DuVall Rebecca De Mornay Jake Busey James Mangold Mystery Thriller
1685,Jon Turteltaub,Robert De Niro,Morgan Freeman,Romany Malco,Comedy Romance,last vegas,Robert De Niro Morgan Freeman Romany Malco Jon Turteltaub Comedy Romance
1686,John Glen,Julian Glover,Topol,Desmond Llewelyn,Action Adventure Thriller,for your eyes only,Julian Glover Topol Desmond Llewelyn John Glen Action Adventure Thriller
1687,Peter Chelsom,Lilli Lavine,David Sparrow,Ann Talman,Comedy Romance,serendipity,Lilli Lavine David Sparrow Ann Talman Peter Chelsom Comedy Romance
1688,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,Action Crime Sci-Fi Thriller,timecop,Mia Sara Bruce McGill Gloria Reuben Peter Hyams Action Crime Sci-Fi Thriller
1689,Ben Stiller,Milla Jovovich,Alexander Skarsgård,Will Ferrell,Comedy,zoolander,Milla Jovovich Alexander Skarsgård Will Ferrell Ben Stiller Comedy
1690,Lasse Hallström,David Lyons,Noah Lomax,Mimi Kirkland,Drama Romance Thriller,safe haven,David Lyons Noah Lomax Mimi Kirkland Lasse Hallström Drama Romance Thriller
1691,Kenny Ortega,Vinessa Shaw,Omri Katz,Larry Bagby,Comedy Family Fantasy,hocus pocus,Vinessa Shaw Omri Katz Larry Bagby Kenny Ortega Comedy Family Fantasy
1692,Scott Hicks,Zoë Kravitz,Lily Rabe,Bob Balaban,Comedy Drama Romance,no reservations,Zoë Kravitz Lily Rabe Bob Balaban Scott Hicks Comedy Drama Romance
1693,Matthew Vaughn,Elizabeth McGovern,Deborah Twiss,Michael Rispoli,Action Comedy,kick-ass,Elizabeth McGovern Deborah Twiss Michael Rispoli Matthew Vaughn Action Comedy
1694,Ruben Fleischer,Bianca Kajlich,Dilshad Vadsaria,Fred Ward,Action Comedy Crime,30 minutes or less,Bianca Kajlich Dilshad Vadsaria Fred Ward Ruben Fleischer Action Comedy Crime
1695,Patrick Lussier,Gerard Butler,Danny Masterson,Jeri Ryan,Action Fantasy Horror Thriller,dracula 2000,Gerard Butler Danny Masterson Jeri Ryan Patrick Lussier Action Fantasy Horror Thriller
1696,Miguel Arteta,Bella Thorne,Steve Carell,Jennifer Garner,Comedy Family,"alexander and the terrible, horrible, no good, very bad day",Bella Thorne Steve Carell Jennifer Garner Miguel Arteta Comedy Family
1697,Joe Wright,Talulah Riley,Brenda Blethyn,Simon Woods,Drama Romance,pride & prejudice,Talulah Riley Brenda Blethyn Simon Woods Joe Wright Drama Romance
1698,Ridley Scott,Harrison Ford,Sean Young,M. Emmet Walsh,Sci-Fi Thriller,blade runner,Harrison Ford Sean Young M. Emmet Walsh Ridley Scott Sci-Fi Thriller
1699,Michael Caton-Jones,Liam Neeson,Jason Flemyng,Eric Stoltz,Adventure Biography,rob roy,Liam Neeson Jason Flemyng Eric Stoltz Michael Caton-Jones Adventure Biography
1700,McG,Connie Nielsen,Richard Sammel,Tómas Lemarquis,Action Drama Thriller,3 days to kill,Connie Nielsen Richard Sammel Tómas Lemarquis McG Action Drama Thriller
1701,James Gray,Robert Duvall,Oleg Taktarov,Antoni Corone,Crime Drama Thriller,we own the night,Robert Duvall Oleg Taktarov Antoni Corone James Gray Crime Drama Thriller
1702,Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Ben Chaplin,Drama Horror Thriller,lost souls,Philip Baker Hall Bob Clendenin Ben Chaplin Janusz Kaminski Drama Horror Thriller
1703,Jacques Perrin,Jacques Perrin,Philippe Labro,unknown,Documentary,winged migration,Jacques Perrin Philippe Labro unknown Jacques Perrin Documentary
1704,Donald Petrie,Samaire Armstrong,Carlos Ponce,Faizon Love,Comedy Fantasy Romance,just my luck,Samaire Armstrong Carlos Ponce Faizon Love Donald Petrie Comedy Fantasy Romance
1705,Jay Roach,Scott Grimes,Mary McCormack,Ron Eldard,Comedy Drama Sport,"mystery, alaska",Scott Grimes Mary McCormack Ron Eldard Jay Roach Comedy Drama Sport
1706,Brian Levant,Madeline Carroll,Amber Valletta,George Lopez,Action Comedy Family,the spy next door,Madeline Carroll Amber Valletta George Lopez Brian Levant Action Comedy Family
1707,Michael Ritchie,Mara Wilson,Francis Capra,Kathleen Turner,Comedy Family Fantasy,a simple wish,Mara Wilson Francis Capra Kathleen Turner Michael Ritchie Comedy Family Fantasy
1708,John Carpenter,Jason Statham,Clea DuVall,Natasha Henstridge,Action Horror Sci-Fi,ghosts of mars,Jason Statham Clea DuVall Natasha Henstridge John Carpenter Action Horror Sci-Fi
1709,David Gordon Green,Dominic Flores,Zoe Kazan,Scoot McNairy,Comedy Drama,our brand is crisis,Dominic Flores Zoe Kazan Scoot McNairy David Gordon Green Comedy Drama
1710,Burr Steers,Matt Smith,Bella Heathcote,Sam Riley,Action Horror Romance,pride and prejudice and zombies,Matt Smith Bella Heathcote Sam Riley Burr Steers Action Horror Romance
1711,Martin Scorsese,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,Biography Drama History War,kundun,Tenzin Thuthob Tsarong Tulku Jamyang Kunga Tenzin Tencho Gyalpo Martin Scorsese Biography Drama History War
1712,Robert B. Weide,James Corden,Katherine Parkinson,Fenella Woolgar,Comedy Drama Romance,how to lose friends & alienate people,James Corden Katherine Parkinson Fenella Woolgar Robert B. Weide Comedy Drama Romance
1713,Jeff Wadlow,Chloë Grace Moretz,Donald Faison,Augustus Prew,Action Comedy Crime,kick-ass 2,Chloë Grace Moretz Donald Faison Augustus Prew Jeff Wadlow Action Comedy Crime
1714,Agustín Díaz Yanes,Viggo Mortensen,Elena Anaya,Eduardo Noriega,Adventure Drama History Romance Thriller War,captain alatriste: the spanish musketeer,Viggo Mortensen Elena Anaya Eduardo Noriega Agustín Díaz Yanes Adventure Drama History Romance Thriller War
1715,Camille Delamarre,Paul Walker,Robert Maillet,RZA,Action Crime Drama Thriller,brick mansions,Paul Walker Robert Maillet RZA Camille Delamarre Action Crime Drama Thriller
1716,John Glen,Louis Jourdan,Kabir Bedi,Steven Berkoff,Action Adventure Thriller,octopussy,Louis Jourdan Kabir Bedi Steven Berkoff John Glen Action Adventure Thriller
1717,Judd Apatow,Harold Ramis,Martin Starr,Charlyne Yi,Comedy Romance,knocked up,Harold Ramis Martin Starr Charlyne Yi Judd Apatow Comedy Romance
1718,Nick Cassavetes,Jason Patric,Sofia Vassilieva,Jeffrey Markle,Drama,my sister's keeper,Jason Patric Sofia Vassilieva Jeffrey Markle Nick Cassavetes Drama
1719,Malcolm D. Lee,Mo'Nique,Mike Epps,Cedric the Entertainer,Comedy Drama Romance,"welcome home, roscoe jenkins",Mo'Nique Mike Epps Cedric the Entertainer Malcolm D. Lee Comedy Drama Romance
1720,David Lean,Richard Wilson,Judy Davis,Art Malik,Adventure Drama History,a passage to india,Richard Wilson Judy Davis Art Malik David Lean Adventure Drama History
1721,Richard Eyre,Phil Davis,Andrew Simpson,Shaun Parkes,Crime Drama Romance Thriller,notes on a scandal,Phil Davis Andrew Simpson Shaun Parkes Richard Eyre Crime Drama Romance Thriller
1722,Gavin Hood,J.K. Simmons,Jake Gyllenhaal,Meryl Streep,Drama Thriller,rendition,J.K. Simmons Jake Gyllenhaal Meryl Streep Gavin Hood Drama Thriller
1723,unknown,Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman,Crime Drama Sci-Fi Thriller,limitless            ,Colin Salmon Mary Elizabeth Mastrantonio Jake McDorman unknown Crime Drama Sci-Fi Thriller
1724,Nicholas Meyer,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,Action Adventure Sci-Fi Thriller,star trek vi: the undiscovered country,Leonard Nimoy Kurtwood Smith Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi Thriller
1725,Callie Khouri,Ellen Burstyn,Fionnula Flanagan,Matthew Settle,Drama,divine secrets of the ya-ya sisterhood,Ellen Burstyn Fionnula Flanagan Matthew Settle Callie Khouri Drama
1726,Jon Favreau,Scarlett Johansson,Bill Murray,Garry Shandling,Adventure Drama Family Fantasy,the jungle book,Scarlett Johansson Bill Murray Garry Shandling Jon Favreau Adventure Drama Family Fantasy
1727,Gary Fleder,Morgan Freeman,Tony Goldwyn,Tatyana Ali,Crime Drama Mystery Thriller,kiss the girls,Morgan Freeman Tony Goldwyn Tatyana Ali Gary Fleder Crime Drama Mystery Thriller
1728,John Landis,John Belushi,Aretha Franklin,Ray Charles,Action Comedy Crime Music,the blues brothers,John Belushi Aretha Franklin Ray Charles John Landis Action Comedy Crime Music
1729,Sanaa Hamri,America Ferrera,Blythe Danner,Michael Rady,Comedy Drama Family Romance,the sisterhood of the traveling pants 2,America Ferrera Blythe Danner Michael Rady Sanaa Hamri Comedy Drama Family Romance
1730,Todd Graff,Dolly Parton,Jeremy Jordan,Jesse L. Martin,Comedy Music,joyful noise,Dolly Parton Jeremy Jordan Jesse L. Martin Todd Graff Comedy Music
1731,Chris Weitz,Sharon Small,Christopher Webster,Peter McNicholl,Comedy Drama Romance,about a boy,Sharon Small Christopher Webster Peter McNicholl Chris Weitz Comedy Drama Romance
1732,Steve Miner,Oliver Platt,Bridget Fonda,Ty Olsson,Action Comedy Horror,lake placid,Oliver Platt Bridget Fonda Ty Olsson Steve Miner Action Comedy Horror
1733,Philip Kaufman,Dennis Quaid,Scott Glenn,Sam Shepard,Adventure Drama History,the right stuff,Dennis Quaid Scott Glenn Sam Shepard Philip Kaufman Adventure Drama History
1734,Roland Emmerich,Vanessa Redgrave,Joely Richardson,Rafe Spall,Drama History Thriller,anonymous,Vanessa Redgrave Joely Richardson Rafe Spall Roland Emmerich Drama History Thriller
1735,Wolfgang Petersen,Gerald McRaney,Barret Oliver,Alan Oppenheimer,Adventure Drama Family Fantasy,the neverending story,Gerald McRaney Barret Oliver Alan Oppenheimer Wolfgang Petersen Adventure Drama Family Fantasy
1736,Alex Proyas,Rufus Sewell,William Hurt,Bruce Spence,Action Drama Fantasy Mystery Sci-Fi Thriller,dark city,Rufus Sewell William Hurt Bruce Spence Alex Proyas Action Drama Fantasy Mystery Sci-Fi Thriller
1737,Saul Dibb,Dominic Cooper,Hayley Atwell,Charlotte Rampling,Biography Drama History Romance,the duchess,Dominic Cooper Hayley Atwell Charlotte Rampling Saul Dibb Biography Drama History Romance
1738,unknown,Jackie Gleason,Art Carney,Joyce Randolph,Comedy Family,the honeymooners            ,Jackie Gleason Art Carney Joyce Randolph unknown Comedy Family
1739,Walter Murch,Piper Laurie,Jean Marsh,Tim Rose,Adventure Family Fantasy Horror Mystery,return to oz,Piper Laurie Jean Marsh Tim Rose Walter Murch Adventure Family Fantasy Horror Mystery
1740,Richard Linklater,Matthew McConaughey,Lew Temple,Dwight Yoakam,Action Crime Drama History Western,the newton boys,Matthew McConaughey Lew Temple Dwight Yoakam Richard Linklater Action Crime Drama History Western
1741,Christian Alvart,Bradley Cooper,Callum Rennie,Vanesa Tomasino,Horror Mystery Thriller,case 39,Bradley Cooper Callum Rennie Vanesa Tomasino Christian Alvart Horror Mystery Thriller
1742,E. Elias Merhige,Harry Lennix,Kevin Chamberlin,William Mapother,Crime Drama Mystery Thriller,suspect zero,Harry Lennix Kevin Chamberlin William Mapother E. Elias Merhige Crime Drama Mystery Thriller
1743,Menno Meyjes,Oliver Platt,Richard Schiff,Sophie Okonedo,Comedy Drama Family,martian child,Oliver Platt Richard Schiff Sophie Okonedo Menno Meyjes Comedy Drama Family
1744,Robert Rodriguez,Alexa PenaVega,Joel McHale,Daryl Sabara,Action Adventure Comedy Family Sci-Fi,spy kids: all the time in the world in 4d,Alexa PenaVega Joel McHale Daryl Sabara Robert Rodriguez Action Adventure Comedy Family Sci-Fi
1745,Jodie Foster,Julia Roberts,Jack O'Connell,Chris Bauer,Crime Drama Thriller,money monster,Julia Roberts Jack O'Connell Chris Bauer Jodie Foster Crime Drama Thriller
1746,Ronny Yu,Meat Loaf,Junix Inocian,Paul Barber,Action Comedy Crime Thriller,formula 51,Meat Loaf Junix Inocian Paul Barber Ronny Yu Action Comedy Crime Thriller
1747,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,Comedy Crime Drama,flawless,Robert De Niro Philip Seymour Hoffman Chris Bauer Joel Schumacher Comedy Crime Drama
1748,Renny Harlin,LL Cool J,Clifton Collins Jr.,Eion Bailey,Crime Horror Mystery Thriller,mindhunters,LL Cool J Clifton Collins Jr. Eion Bailey Renny Harlin Crime Horror Mystery Thriller
1749,Barry Levinson,Robert De Niro,Robin Wright,Kristen Stewart,Comedy Drama,what just happened,Robert De Niro Robin Wright Kristen Stewart Barry Levinson Comedy Drama
1750,Norman Jewison,Charlotte Rampling,Colin Salmon,John Neville,Drama Thriller,the statement,Charlotte Rampling Colin Salmon John Neville Norman Jewison Drama Thriller
1751,Kenneth Branagh,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,Drama Musical Romance,the magic flute,Kim-Marie Woodhouse Amy Carson Joseph Kaiser Kenneth Branagh Drama Musical Romance
1752,Steve Carr,Erick Avari,Adhir Kalyan,Allen Covert,Action Comedy Crime,paul blart: mall cop,Erick Avari Adhir Kalyan Allen Covert Steve Carr Action Comedy Crime
1753,Mark Waters,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,Comedy Family Fantasy Music Romance,freaky friday,Jamie Lee Curtis Julie Gonzalo Willie Garson Mark Waters Comedy Family Fantasy Music Romance
1754,Judd Apatow,Steve Carell,Romany Malco,Gerry Bednob,Comedy Romance,the 40-year-old virgin,Steve Carell Romany Malco Gerry Bednob Judd Apatow Comedy Romance
1755,John Madden,Tom Wilkinson,Martin Clunes,Simon Callow,Comedy Drama Romance,shakespeare in love,Tom Wilkinson Martin Clunes Simon Callow John Madden Comedy Drama Romance
1756,Scott Frank,Liam Neeson,Boyd Holbrook,David Harbour,Crime Drama Mystery Thriller,a walk among the tombstones,Liam Neeson Boyd Holbrook David Harbour Scott Frank Crime Drama Mystery Thriller
1757,Ivan Reitman,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,Action Comedy Crime,kindergarten cop,Richard Tyson Cathy Moriarty Penelope Ann Miller Ivan Reitman Action Comedy Crime
1758,David Gordon Green,James Franco,Gary Cole,Rosie Perez,Action Comedy Crime,pineapple express,James Franco Gary Cole Rosie Perez David Gordon Green Action Comedy Crime
